0,1,1,81,2023-06-02T02:05:17 CEST
0,1,0,80,2023-06-02T02:05:18 CEST
0,1,1,81,2023-06-02T02:05:19 CEST
0,1,0,80,2023-06-02T02:05:20 CEST
0,1,1,81,2023-06-02T02:05:21 CEST
0,1,0,80,2023-06-02T02:05:22 CEST
0,1,1,81,2023-06-02T02:05:23 CEST
0,1,1,81,2023-06-02T02:05:24 CEST
0,1,1,80,2023-06-02T02:05:25 CEST
0,1,0,81,2023-06-02T02:05:26 CEST
0,1,0,80,2023-06-02T02:05:27 CEST
0,1,0,81,2023-06-02T02:05:28 CEST
0,1,0,81,2023-06-02T02:05:29 CEST
0,1,0,80,2023-06-02T02:05:30 CEST
0,1,0,81,2023-06-02T02:05:31 CEST
0,1,1,82,2023-06-02T02:05:32 CEST
0,1,0,80,2023-06-02T02:05:33 CEST
0,1,0,81,2023-06-02T02:05:34 CEST
0,1,0,81,2023-06-02T02:05:35 CEST
0,1,1,81,2023-06-02T02:05:36 CEST
0,1,0,81,2023-06-02T02:05:37 CEST
0,1,0,82,2023-06-02T02:07:02 CEST
0,1,0,81,2023-06-02T02:07:03 CEST
0,1,1,81,2023-06-02T02:07:04 CEST
0,1,0,82,2023-06-02T02:07:05 CEST
0,1,0,81,2023-06-02T02:07:06 CEST
0,1,1,81,2023-06-02T02:07:07 CEST
0,1,0,80,2023-06-02T02:07:08 CEST
0,1,0,81,2023-06-02T02:07:09 CEST
0,1,65,82,2023-06-02T02:07:10 CEST
0,1,78,80,2023-06-02T02:07:11 CEST
0,1,69,82,2023-06-02T02:07:12 CEST
0,1,65,81,2023-06-02T02:07:13 CEST
0,1,68,81,2023-06-02T02:07:14 CEST
0,1,71,82,2023-06-02T02:07:15 CEST
0,1,74,81,2023-06-02T02:07:16 CEST
0,1,69,81,2023-06-02T02:07:17 CEST
0,1,0,81,2023-06-02T02:07:18 CEST
0,1,0,80,2023-06-02T02:07:19 CEST
0,1,0,81,2023-06-02T02:07:20 CEST
0,1,1,81,2023-06-02T02:07:21 CEST
0,1,0,80,2023-06-02T02:07:22 CEST
0,1,0,82,2023-06-02T02:07:23 CEST
0,1,1,81,2023-06-02T02:07:24 CEST
0,1,0,81,2023-06-02T02:07:25 CEST
0,1,0,80,2023-06-02T02:07:26 CEST
0,1,0,80,2023-06-02T02:07:27 CEST
1,1,0,81,2023-06-02T02:07:28 CEST
1,1,1,80,2023-06-02T02:07:29 CEST
1,1,0,81,2023-06-02T02:07:30 CEST
1,1,0,82,2023-06-02T02:07:31 CEST
1,1,0,81,2023-06-02T02:07:32 CEST
1,1,1,80,2023-06-02T02:07:33 CEST
1,1,1,82,2023-06-02T02:07:34 CEST
1,1,0,81,2023-06-02T02:07:35 CEST
1,1,1,80,2023-06-02T02:07:36 CEST
1,1,0,82,2023-06-02T02:07:37 CEST
1,1,1,81,2023-06-02T02:07:38 CEST
1,1,0,80,2023-06-02T02:07:39 CEST
1,1,0,80,2023-06-02T02:07:40 CEST
0,1,1,81,2023-06-02T02:07:41 CEST
0,1,0,80,2023-06-02T02:07:42 CEST
0,1,0,80,2023-06-02T02:07:43 CEST
0,1,1,81,2023-06-02T02:07:44 CEST
0,1,0,80,2023-06-02T02:07:45 CEST
0,1,0,82,2023-06-02T02:07:46 CEST
0,0,0,80,2023-06-02T02:07:47 CEST
0,0,0,81,2023-06-02T02:07:48 CEST
0,0,0,80,2023-06-02T02:07:49 CEST
0,0,0,81,2023-06-02T02:07:50 CEST
0,0,1,81,2023-06-02T02:07:51 CEST
0,0,0,81,2023-06-02T02:07:52 CEST
0,0,0,81,2023-06-02T02:07:53 CEST
0,0,1,81,2023-06-02T02:07:54 CEST
0,0,0,81,2023-06-02T02:07:55 CEST
0,0,0,82,2023-06-02T02:07:56 CEST
0,0,9,81,2023-06-02T02:07:57 CEST
0,0,63,81,2023-06-02T02:07:58 CEST
0,0,67,82,2023-06-02T02:07:59 CEST
0,0,0,81,2023-06-02T02:08:00 CEST
0,0,0,81,2023-06-02T02:08:01 CEST
0,0,1,81,2023-06-02T02:08:02 CEST
0,0,1,80,2023-06-02T02:08:05 CEST
0,0,0,82,2023-06-02T02:08:06 CEST
0,0,0,81,2023-06-02T02:08:07 CEST
0,0,0,81,2023-06-02T02:08:08 CEST
0,0,0,82,2023-06-02T02:08:09 CEST
0,0,1,81,2023-06-02T02:08:10 CEST
0,0,0,82,2023-06-02T02:08:11 CEST
0,0,0,82,2023-06-02T02:08:12 CEST
0,0,0,80,2023-06-02T02:08:13 CEST
0,0,1,81,2023-06-02T02:08:14 CEST
0,0,1,81,2023-06-02T02:08:15 CEST
0,0,0,80,2023-06-02T02:08:16 CEST
0,0,0,81,2023-06-02T02:08:17 CEST
0,0,0,81,2023-06-02T02:08:18 CEST
0,0,1,80,2023-06-02T02:08:19 CEST
0,0,0,80,2023-06-02T02:08:20 CEST
1,0,1,81,2023-06-02T02:08:21 CEST
1,0,0,80,2023-06-02T02:08:22 CEST
1,0,0,80,2023-06-02T02:08:23 CEST
1,0,1,81,2023-06-02T02:08:24 CEST
0,0,0,80,2023-06-02T02:08:25 CEST
0,0,0,80,2023-06-02T02:08:26 CEST
1,0,0,81,2023-06-02T02:08:27 CEST
1,0,0,81,2023-06-02T02:08:28 CEST
0,0,0,80,2023-06-02T02:08:29 CEST
0,0,1,81,2023-06-02T02:08:30 CEST
0,0,0,81,2023-06-02T02:08:31 CEST
0,0,1,81,2023-06-02T02:08:32 CEST
0,0,1,81,2023-06-02T02:08:33 CEST
0,0,0,82,2023-06-02T02:08:34 CEST
0,0,0,80,2023-06-02T02:08:35 CEST
0,0,1,80,2023-06-02T02:08:36 CEST
0,0,0,81,2023-06-02T02:08:37 CEST
0,0,0,81,2023-06-02T02:08:38 CEST
0,0,1,80,2023-06-02T02:08:39 CEST
0,0,0,81,2023-06-02T02:08:40 CEST
0,0,1,81,2023-06-02T02:08:41 CEST
0,0,0,81,2023-06-02T02:08:42 CEST
0,0,1,81,2023-06-02T02:08:43 CEST
0,0,0,81,2023-06-02T02:08:44 CEST
0,0,0,81,2023-06-02T02:08:45 CEST
0,0,0,81,2023-06-02T02:08:46 CEST
0,0,0,81,2023-06-02T02:08:47 CEST
0,0,1,81,2023-06-02T02:08:48 CEST
0,0,0,81,2023-06-02T02:08:49 CEST
0,0,1,81,2023-06-02T02:08:50 CEST
0,0,0,81,2023-06-02T02:08:51 CEST
0,0,0,81,2023-06-02T02:08:52 CEST
0,0,0,81,2023-06-02T02:08:53 CEST
0,0,1,81,2023-06-02T02:08:54 CEST
0,0,1,82,2023-06-02T02:08:55 CEST
0,0,0,81,2023-06-02T02:08:56 CEST
0,0,1,81,2023-06-02T02:08:57 CEST
0,0,0,81,2023-06-02T02:08:58 CEST
0,0,0,81,2023-06-02T02:08:59 CEST
0,0,1,81,2023-06-02T02:09:00 CEST
0,0,0,82,2023-06-02T02:09:01 CEST
0,1,2,80,2023-06-02T02:09:02 CEST
0,1,0,81,2023-06-02T02:09:03 CEST
0,1,0,81,2023-06-02T02:09:04 CEST
0,0,0,80,2023-06-02T02:09:05 CEST
0,0,1,81,2023-06-02T02:09:06 CEST
0,1,0,81,2023-06-02T02:09:07 CEST
0,1,1,80,2023-06-02T02:09:08 CEST
0,0,0,81,2023-06-02T02:09:09 CEST
0,0,0,81,2023-06-02T02:09:10 CEST
0,1,0,80,2023-06-02T02:09:11 CEST
0,1,0,80,2023-06-02T02:09:12 CEST
0,0,0,82,2023-06-02T02:09:13 CEST
0,0,1,80,2023-06-02T02:09:14 CEST
0,0,0,81,2023-06-02T02:09:15 CEST
0,0,1,82,2023-06-02T02:09:16 CEST
0,0,0,80,2023-06-02T02:09:17 CEST
0,0,1,81,2023-06-02T02:09:18 CEST
0,0,1,82,2023-06-02T02:09:19 CEST
0,0,0,81,2023-06-02T02:09:20 CEST
0,0,1,81,2023-06-02T02:09:21 CEST
0,0,1,81,2023-06-02T02:09:22 CEST
0,0,1,81,2023-06-02T02:09:23 CEST
0,0,0,81,2023-06-02T02:09:24 CEST
0,0,0,81,2023-06-02T02:09:25 CEST
0,0,0,81,2023-06-02T02:09:26 CEST
0,0,0,82,2023-06-02T02:09:27 CEST
