0,0,6,89,1685619121
0,0,1,89,1685619122
0,0,0,90,1685619123
0,0,0,86,1685619124
0,0,0,83,1685619125
0,0,3,81,1685619126
0,0,1,81,1685619127
0,0,1,82,1685619128
0,0,0,81,1685619129
0,0,1,82,1685619130
0,0,0,82,1685619131
0,0,0,82,1685619132
0,0,0,81,1685619133
0,0,0,81,1685619134
0,0,0,82,1685619135
0,0,0,81,1685619136
0,0,1,81,1685619137
0,0,0,81,1685619138
0,0,5,81,1685619139
0,0,0,81,1685619140
0,0,0,81,1685619141
0,0,0,81,1685619142
0,0,3,81,1685619143
0,0,1,81,1685619144
0,0,0,81,1685619145
0,0,0,81,1685619146
0,0,0,81,1685619147
0,0,3,81,1685619148
0,0,0,80,1685619149
0,0,1,81,1685619150
0,0,0,81,1685619151
0,0,0,81,1685619152
0,0,3,81,1685619153
0,0,2,81,1685619154
0,0,1,81,1685619155
0,0,0,81,1685619156
0,0,0,81,1685619157
0,0,3,81,1685619158
0,0,0,81,1685619159
0,0,0,81,1685619160
0,0,0,81,1685619161
0,0,4,80,1685619162
0,0,0,81,1685619163
0,0,0,81,1685619164
0,0,0,81,1685619165
0,0,1,81,1685619166
0,0,1,81,1685619167
0,0,0,81,1685619168
0,0,0,81,1685619169
0,0,1,80,1685619170
0,0,2,81,1685619171
0,0,2,81,1685619172
0,0,0,81,1685619173
0,0,0,81,1685619174
0,0,5,81,1685619175
0,0,1,82,1685619176
0,0,1,81,1685619177
0,0,0,81,1685619178
0,0,1,81,1685619179
0,0,2,81,1685619180
0,0,0,81,1685619181
0,0,1,81,1685619182
0,0,0,81,1685619183
0,0,0,81,1685619184
0,0,0,82,1685619185
0,0,1,81,1685619186
0,0,0,81,1685619187
0,0,0,81,1685619188
0,0,0,82,1685619189
0,0,3,81,1685619190
0,0,1,82,1685619191
0,0,0,81,1685619192
0,0,3,81,1685619193
0,0,1,81,1685619194
0,0,0,81,1685619195
0,0,0,82,1685619196
0,0,0,82,1685619197
0,0,6,81,1685619198
0,0,1,81,1685619199
0,0,0,81,1685619200
0,0,1,82,1685619201
0,0,0,81,1685619202
0,0,1,81,1685619203
0,0,0,81,1685619204
0,0,0,81,1685619205
0,0,1,81,1685619206
0,0,0,81,1685619207
0,0,7,81,1685619208
0,0,0,81,1685619209
0,0,0,81,1685619210
0,0,1,81,1685619211
0,0,3,81,1685619212
0,0,1,81,1685619213
0,0,0,81,1685619214
0,0,1,82,1685619215
0,0,3,82,1685619216
0,0,0,81,1685619217
0,0,1,82,1685619218
0,0,1,81,1685619219
0,0,6,81,1685619220
0,0,0,82,1685619221
0,0,0,81,1685619222
0,0,0,82,1685619223
0,0,0,82,1685619224
0,0,7,81,1685619225
0,0,0,82,1685619226
0,0,0,82,1685619227
0,0,0,81,1685619228
0,0,5,81,1685619229
0,0,1,81,1685619230
0,0,0,81,1685619231
0,0,1,81,1685619232
0,0,5,81,1685619233
0,0,1,81,1685619234
0,0,0,81,1685619235
0,0,0,81,1685619236
0,0,0,81,1685619237
0,0,5,81,1685619238
0,0,0,82,1685619239
0,0,0,82,1685619240
0,0,0,81,1685619241
0,0,0,81,1685619242
0,0,3,81,1685619243
0,0,0,81,1685619244
0,0,0,81,1685619245
0,0,0,81,1685619246
0,0,0,81,1685619247
0,0,4,81,1685619248
0,0,0,81,1685619249
0,0,0,81,1685619250
0,0,0,81,1685619251
0,0,0,81,1685619252
0,0,0,81,1685619253
0,0,0,82,1685619254
0,0,0,81,1685619255
0,0,4,82,1685619256
0,0,0,81,1685619257
0,0,1,81,1685619258
0,0,0,81,1685619259
0,0,1,82,1685619260
