0,0,0,81,1685615186
0,0,0,81,1685615189
0,0,1,80,1685615190
0,0,0,80,1685615191
0,0,6,80,1685615192
0,0,0,81,1685615193
0,0,0,81,1685615194
0,0,0,81,1685615195
0,0,3,81,1685615196
0,0,1,81,1685615197
0,0,0,81,1685615200
0,0,5,81,1685615201
0,0,0,81,1685615202
0,0,0,81,1685615203
0,0,1,81,1685615204
0,0,0,81,1685615205
0,0,6,80,1685615206
0,0,0,81,1685615207
0,0,0,81,1685615208
0,0,1,81,1685615211
0,0,0,81,1685615212
0,0,1,81,1685615213
0,0,1,81,1685615214
0,0,0,81,1685615215
0,0,4,80,1685615216
0,0,2,81,1685619038
0,0,0,81,1685619041
0,0,0,81,1685619042
0,0,4,81,1685619043
0,0,0,82,1685619044
0,0,0,82,1685619045
0,0,0,81,1685619046
0,0,0,81,1685619047
0,0,8,81,1685619048
0,0,0,81,1685619049
0,0,0,82,1685619050
0,0,0,82,1685619051
0,0,0,82,1685619052
0,0,5,81,1685619053
0,0,0,81,1685619054
0,0,0,81,1685619055
0,0,0,81,1685619056
0,0,1,82,1685619057
0,0,3,81,1685619058
0,0,0,80,1685619059
0,0,46,81,1685619060
0,0,60,80,1685619061
0,0,67,81,1685619062
0,0,67,80,1685619063
0,0,59,80,1685619064
0,0,49,81,1685619065
0,0,57,80,1685619066
0,0,62,80,1685619067
0,0,69,81,1685619068
0,0,59,80,1685619069
0,0,55,80,1685619071
0,0,67,80,1685619071
0,0,59,80,1685619072
0,0,54,80,1685619073
0,0,53,80,1685619074
0,0,60,80,1685619076
0,0,68,80,1685619077
0,0,51,80,1685619078
0,0,53,81,1685619079
0,0,58,80,1685619080
0,0,68,80,1685619081
0,0,62,80,1685619082
0,0,56,80,1685619083
0,0,48,80,1685619084
0,0,56,80,1685619085
0,0,60,80,1685619086
0,0,66,80,1685619087
0,0,59,80,1685619088
0,0,55,80,1685619089
0,0,60,80,1685619090
0,0,2,81,1685619091
0,0,0,81,1685619092
0,0,0,81,1685619093
0,0,1,81,1685619094
0,0,1,82,1685619095
0,0,0,81,1685619096
0,0,0,81,1685619097
0,0,0,85,1685619098
0,0,0,89,1685619099
0,0,3,90,1685619100
0,0,1,90,1685619101
0,0,1,89,1685619102
0,0,0,89,1685619103
0,0,4,90,1685619104
0,0,1,90,1685619105
0,0,0,90,1685619106
0,0,1,89,1685619107
0,0,6,90,1685619108
0,0,1,89,1685619109
0,0,0,89,1685619110
0,0,0,89,1685619111
0,0,1,89,1685619112
0,0,2,89,1685619113
0,0,0,89,1685619114
0,0,0,89,1685619115
0,0,0,89,1685619116
0,0,0,89,1685619117
0,0,2,89,1685619118
0,0,0,90,1685619119
0,0,0,90,1685619120
